order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_value,delivery_method,traffic_condition,weather_condition,delivery_time_actual,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,preferred_cuisine,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,predicted_delivery_mode,traffic_avoidance
15630bQ,40,Cookie,2024-11-13,2024-11-13,2.96,41.2,Bike,High,Sunny,0.0,-1.36,Route_1,c5eb709d-00b6-498b-b7b1-e90ae0740ccc,46,Other,City_9,21,2,American,Monthly,No,Cold,2,2,Good,2,True,False,Bike-friendly,0.34560998031533074,Car,No
d804a1Q,98,CoffeeBoba tea,2024-02-04,2024-02-04,14.96,48.17,Car,High,Snowy,0.0,10.86,Route_2,205786ee-4f99-4010-8d5d-ed084627ec68,19,Female,City_6,3,3,Mexican,Weekly,Yes,Warm,3,5,Good,5,True,True,Bike-friendly,0.2210526559012147,Car,No
5fc5f5W,12,Chicken pie,2024-09-21,2024-09-21,8.86,19.87,Car,Low,Snowy,0.0,-0.56,Route_4,20bc93bd-94c5-4f30-9e65-3904ac58f63c,29,Male,City_7,18,3,Mexican,Monthly,Yes,Hot,4,2,Fair,3,False,True,Mixed,0.0903333818558536,Bike,No
2d70e9A,94,Taccos,2024-03-21,2024-03-21,7.95,31.04,Car,Medium,Snowy,0.0,2.59,Route_3,7b88bca0-34a0-4e74-a298-269b0e29dd45,28,Other,City_4,36,2,Asian,Monthly,No,Hot,5,5,Fair,2,False,True,Car-only,0.26671974098243145,Car,No
8edf44W,36,Chicken rice,2024-10-23,2024-10-23,13.47,30.99,Bike,Medium,Sunny,0.0,18.12,Route_4,7c9abc1d-bd49-4548-a474-e9ef5d44f90f,49,Female,City_7,40,5,Italian,Weekly,No,Hot,4,1,Poor,1,False,True,Mixed,0.019616329279506628,Car,No
a5aa4dO,26,Salad,2024-08-23,2024-08-23,9.15,42.26,Walk,Low,Rainy,0.0,-0.92,Route_2,ed325d24-0243-4aae-8b27-c08b304213cc,49,Male,City_9,12,3,Mexican,Monthly,Yes,Warm,5,3,Poor,3,True,False,Car-only,0.7401583478789894,Car,No
1b255dY,70,Salad,2024-03-15,2024-03-15,6.25,16.33,Walk,Medium,Sunny,0.0,5.77,Route_1,9e6f6813-3fb8-448c-aa58-7c3083a56007,56,Female,City_7,25,2,Mediterranean,Monthly,No,Cold,3,4,Fair,2,False,True,Mixed,0.9273947822165891,Bike,Yes
98c019M,33,Pizza,2024-11-02,2024-11-02,4.94,29.54,Car,Medium,Sunny,0.0,18.79,Route_5,26ab30f7-fd28-4c0c-9512-2ef703218ecb,31,Other,City_5,40,4,American,Monthly,No,Warm,3,5,Good,3,False,False,Car-only,0.5665723377307297,Car,No
fdc766F,77,PastrySmoothie,2024-02-02,2024-02-02,9.84,12.59,Bike,Medium,Sunny,0.0,-7.87,Route_2,22c41bff-6ee6-447d-940a-15e77b5df57e,45,Male,City_6,39,2,Asian,Weekly,Yes,Hot,1,4,Fair,3,False,False,Mixed,0.5191933773348089,Car,No
79d6a8T,15,Beef pie,2024-03-30,2024-03-30,6.75,17.19,Bike,Low,Sunny,0.0,12.46,Route_5,199905fe-8a1f-40f8-8ae4-2861336d66a5,20,Female,City_9,31,4,Mexican,Monthly,No,Cold,2,5,Poor,3,True,False,Bike-friendly,0.2548483441616035,Bike,No
333c99R,4,Burritos,2024-10-23,2024-10-23,2.17,48.34,Car,Medium,Snowy,0.0,14.74,Route_3,630dcd70-fbc4-4859-a4bb-689784c1841f,34,Other,City_6,19,1,Mexican,Monthly,Yes,Warm,1,3,Poor,4,True,False,Bike-friendly,0.3003936323295775,Car,No
db613cC,20,Burger,2024-02-23,2024-02-23,7.22,7.57,Car,Medium,Snowy,0.0,17.1,Route_2,54d4e33a-c6ae-4386-bcd4-4bb1001ca317,38,Female,City_8,31,1,Mediterranean,Monthly,Yes,Cold,1,3,Fair,5,True,False,Car-only,0.33097254656651753,Car,No
83f9e2N,4,Burger,2024-02-14,2024-02-14,2.31,34.47,Bike,Medium,Rainy,0.0,14.89,Route_2,93f174d9-20d9-44d3-b46b-17c7a6506243,32,Other,City_8,6,1,Mediterranean,Weekly,Yes,Warm,3,2,Good,1,False,False,Bike-friendly,0.16269481679408326,Bike,No
a8dee1A,68,PastrySmoothie,2024-11-23,2024-11-23,9.33,10.03,Bike,High,Snowy,0.0,-5.75,Route_2,5cc941ba-5657-44c8-a28a-1d887d6250be,28,Other,City_4,36,4,Mediterranean,Weekly,Yes,Hot,2,1,Poor,2,True,True,Mixed,0.17816030237700164,Car,No
84517aJ,49,Taccos,2024-01-19,2024-01-19,8.67,43.38,Car,Low,Rainy,0.0,15.99,Route_1,301194ba-273c-4208-960f-d0e907b7840c,19,Female,City_6,26,2,Mexican,Monthly,No,Hot,1,4,Fair,4,True,False,Mixed,0.9884695664862158,Bike,Yes
5f8961E,59,Briyani rice,2024-06-14,2024-06-14,2.32,21.58,Car,High,Snowy,0.0,-4.82,Route_5,95af85f2-e8cc-4e83-850c-d0b44b8d9eca,20,Male,City_4,19,1,American,Monthly,No,Cold,2,3,Poor,5,True,False,Mixed,0.016767783151224402,Car,No
25251aE,32,Sushi,2024-12-05,2024-12-05,7.81,44.73,Walk,Low,Snowy,0.0,4.05,Route_2,0c83da80-18da-4110-b5aa-c4c00cd3fa20,59,Male,City_7,6,4,Asian,Weekly,Yes,Cold,2,3,Poor,3,False,True,Bike-friendly,0.4580750082212912,Bike,No
7a3c41J,43,CoffeeBoba tea,2024-08-13,2024-08-13,9.59,18.04,Walk,High,Sunny,0.0,13.11,Route_4,88e662e3-8dab-416f-b8b1-9a235da26134,40,Other,City_2,9,5,Asian,Weekly,Yes,Hot,1,4,Good,5,True,True,Bike-friendly,0.7111421440686456,Car,No
6b7741A,28,Fried chicken,2024-07-05,2024-07-05,13.94,27.16,Car,High,Snowy,0.0,-5.95,Route_1,55baa9fb-f6ae-4e08-bab1-f727ec11d1e6,20,Female,City_7,43,5,Mediterranean,Monthly,No,Warm,4,4,Fair,3,False,False,Mixed,0.8684272094503247,Car,Yes
8dc045V,14,Soup,2024-11-01,2024-11-01,4.37,43.98,Car,Low,Snowy,0.0,-4.16,Route_3,e4a29da2-5de0-49e2-9d9e-0e4c9ae33ab5,33,Male,City_8,3,4,Mediterranean,Monthly,No,Warm,2,5,Fair,4,True,False,Mixed,0.8118115442683091,Car,Yes
ee8003C,99,Pasta,2024-12-02,2024-12-02,4.27,27.09,Car,High,Snowy,0.0,5.66,Route_1,f0f165a7-edb0-40d0-9f13-b66941de784f,58,Other,City_5,31,4,American,Weekly,Yes,Warm,4,2,Fair,3,True,False,Car-only,0.23636673838072098,Car,No
813de5I,96,Salad,2024-02-25,2024-02-25,9.64,35.75,Car,High,Snowy,0.0,-4.94,Route_5,6000e8b3-b8bd-4543-b5e6-1fc476150c6c,49,Other,City_4,32,1,American,Monthly,No,Hot,1,4,Good,4,True,False,Mixed,0.8091154956678153,Car,Yes
3595e4M,33,Beef pie,2024-02-10,2024-02-10,14.33,33.72,Car,High,Snowy,0.0,3.41,Route_3,11c79070-f2b7-4d4a-8d6e-6e9226a1ecf9,24,Other,City_10,23,4,American,Weekly,No,Cold,5,5,Fair,2,False,False,Car-only,0.8262103553797636,Car,Yes
d81ca6Q,39,Shawarma,2024-07-11,2024-07-11,4.16,48.5,Walk,Medium,Snowy,0.0,-9.82,Route_5,0d073d5f-ae53-42e1-9550-e699a84f712d,20,Other,City_1,3,3,American,Weekly,No,Hot,3,3,Fair,2,False,True,Bike-friendly,0.654228891714795,Car,No
f2c719X,50,PastrySmoothie,2024-08-13,2024-08-13,11.6,17.14,Car,Medium,Sunny,0.0,-0.99,Route_1,b6d6c03c-cae0-4fce-8df8-c3a8ca2fb01e,52,Male,City_1,37,3,Italian,Weekly,Yes,Warm,2,2,Fair,1,True,False,Bike-friendly,0.9172651560688228,Car,Yes
6c9f8cM,59,Burger,2024-03-13,2024-03-13,9.52,10.25,Car,Medium,Sunny,0.0,11.44,Route_5,06cc68d7-8af7-4eab-98ad-c29de4466fe9,20,Other,City_10,47,5,Mediterranean,Weekly,Yes,Hot,1,1,Fair,5,False,False,Bike-friendly,0.1355409950650176,Car,No
5965ecN,81,Pasta,2024-06-16,2024-06-16,4.87,40.1,Walk,High,Sunny,0.0,16.25,Route_5,23d08344-7e31-47ec-a2d8-5b656d5b3273,34,Female,City_9,2,1,Mexican,Weekly,No,Hot,2,2,Fair,1,False,True,Car-only,0.38765420957078345,Car,No
ded26dE,50,Dumplings,2024-09-07,2024-09-07,7.73,30.29,Walk,Low,Sunny,0.0,7.26,Route_4,2eff46f2-8cb1-4eb8-8899-85fcbff45514,27,Male,City_6,37,3,Asian,Weekly,No,Hot,5,2,Poor,3,True,False,Mixed,0.12185791486351394,Bike,No
fcf1f4Y,30,Burritos,2024-04-23,2024-04-23,7.41,15.53,Walk,Low,Snowy,0.0,10.38,Route_2,f690502a-d1ff-4f02-a10c-0d259fd93439,47,Female,City_8,9,2,Mediterranean,Weekly,Yes,Cold,1,4,Good,5,False,False,Mixed,0.5033194695789083,Bike,No
2b2144K,70,Shawarma,2024-07-05,2024-07-05,6.03,11.57,Walk,Medium,Sunny,0.0,-8.5,Route_1,c4ad03e0-2c34-484e-b46f-79d29c86b365,49,Other,City_1,26,3,Mediterranean,Weekly,Yes,Cold,3,5,Good,2,True,True,Mixed,0.2059737593044515,Bike,No
129ddbB,71,CoffeeBoba tea,2024-02-12,2024-02-12,4.59,45.02,Car,Medium,Snowy,0.0,19.35,Route_1,59d0d63a-53d2-4cf8-9e4a-aefa51d064d1,20,Male,City_1,21,2,Asian,Weekly,No,Warm,5,3,Poor,1,True,False,Bike-friendly,0.9949083899158856,Bike,Yes
b0b390U,94,Pasta,2024-07-20,2024-07-20,5.58,44.84,Walk,Low,Snowy,0.0,12.82,Route_1,5f9c909f-b9f7-4e07-b7fc-b9f8187e7f8d,59,Male,City_4,23,1,Mexican,Weekly,Yes,Cold,2,2,Good,4,False,True,Bike-friendly,0.8506024207485863,Bike,Yes
13516aX,25,Pasta,2024-06-19,2024-06-19,10.81,35.04,Bike,Low,Snowy,0.0,8.88,Route_3,7ff0b3ca-a9f1-4131-bb51-35bcd0ca2ad4,60,Male,City_1,1,4,Mediterranean,Weekly,Yes,Warm,2,5,Fair,3,False,True,Car-only,0.8394232345708891,Car,Yes
e9cedcJ,74,Fried chicken,2024-01-02,2024-01-02,13.29,27.56,Car,Medium,Sunny,0.0,-5.64,Route_4,d9c7718f-ba09-4378-9db8-aff71c84a219,30,Male,City_2,43,2,Mexican,Monthly,No,Cold,3,5,Fair,1,False,True,Mixed,0.03589823605947784,Car,No
0107a7E,76,Dumplings,2024-10-09,2024-10-09,2.07,37.56,Car,High,Sunny,0.0,-7.63,Route_5,73842a35-c014-4535-8cdd-1551f39f1776,22,Male,City_4,39,1,American,Weekly,Yes,Warm,2,1,Poor,3,False,True,Car-only,0.2045062654585703,Car,No
f8a3f0V,85,Salad,2024-02-24,2024-02-24,4.58,14.57,Car,Low,Sunny,0.0,17.92,Route_5,58c64c52-4196-4bbc-924c-a6e22a52c396,33,Other,City_4,38,2,American,Weekly,No,Cold,3,2,Fair,4,False,False,Bike-friendly,0.7247974864065336,Car,No
5d9a86S,43,Dumplings,2024-04-21,2024-04-21,5.21,36.99,Walk,Medium,Snowy,0.0,9.75,Route_5,342b8401-e41c-4774-9a60-ec284aa92a29,55,Other,City_8,15,5,Mexican,Monthly,No,Hot,3,3,Fair,4,True,True,Car-only,0.9457748409530097,Bike,Yes
1eee47U,80,Sushi,2024-10-14,2024-10-14,7.94,5.18,Car,Medium,Rainy,0.0,5.01,Route_1,465e5f8e-d81c-4cbd-a676-56c5362b45db,35,Male,City_3,32,4,Asian,Weekly,No,Cold,1,1,Fair,1,False,False,Mixed,0.16965037057463195,Car,No
bef64fQ,19,Shawarma,2024-02-25,2024-02-25,4.63,32.63,Walk,Low,Sunny,0.0,3.47,Route_3,bd7c6f09-be35-45f8-bd2a-c4a053ebbcde,19,Male,City_4,14,2,American,Monthly,No,Hot,2,4,Poor,4,True,False,Bike-friendly,0.8459331004880022,Car,Yes
dde41fX,87,Whole cake,2024-12-12,2024-12-12,9.56,20.74,Bike,Low,Sunny,0.0,2.72,Route_1,b315345b-6814-4b5c-9501-304de210e419,24,Other,City_7,28,4,Mediterranean,Weekly,No,Hot,1,3,Fair,1,True,False,Mixed,0.42982408081380974,Bike,No
cabf27I,58,Beef pie,2024-10-27,2024-10-27,8.95,8.63,Walk,Low,Rainy,0.0,10.86,Route_4,19b39847-16a1-4989-bdb0-dc2cc416bf9b,47,Female,City_9,26,4,Mediterranean,Monthly,No,Hot,1,5,Fair,5,False,True,Bike-friendly,0.3990556393710353,Bike,No
7a65aaX,34,Shawarma,2024-05-22,2024-05-22,14.5,43.36,Walk,Medium,Snowy,0.0,-7.14,Route_4,bc5d0920-97cb-4e6d-865b-8127640c82c9,47,Female,City_3,40,1,Italian,Weekly,Yes,Cold,4,1,Poor,5,False,True,Bike-friendly,0.32832570566152897,Car,No
b065e8O,88,Salad,2024-11-14,2024-11-14,8.71,16.88,Car,Low,Snowy,0.0,6.76,Route_3,b620cb87-d30a-4f74-8a34-8c8c20515ccb,49,Other,City_4,29,2,Asian,Weekly,Yes,Hot,2,5,Poor,5,False,True,Mixed,0.5502848950126173,Bike,No
197922D,16,Cookie,2024-02-19,2024-02-19,9.02,10.73,Car,Low,Sunny,0.0,1.52,Route_5,1874346c-9b68-4847-9add-8769d8345905,53,Female,City_6,13,3,Mexican,Weekly,No,Cold,2,1,Poor,1,False,True,Car-only,0.2875878543560124,Car,No
57ea31L,25,Beef pie,2024-01-24,2024-01-24,13.12,28.51,Bike,High,Sunny,0.0,7.38,Route_3,b23a7ac2-6b17-44d2-9957-0d47da93acc7,43,Male,City_5,13,2,Mediterranean,Weekly,Yes,Warm,4,5,Good,1,True,True,Bike-friendly,0.743904050658289,Car,No
8bfe62Z,65,Cookie,2024-02-01,2024-02-01,11.22,26.98,Car,Medium,Sunny,0.0,-0.18,Route_3,07ebffe2-e065-43f6-b445-1e0ec76fac46,27,Other,City_6,43,4,Asian,Weekly,No,Warm,5,3,Poor,4,False,False,Bike-friendly,0.6275897224683745,Car,No
c6ab3bL,62,Dumplings,2024-08-26,2024-08-26,13.1,46.44,Bike,Medium,Sunny,0.0,16.07,Route_1,74aef021-c495-4185-887c-2c92a7c48935,50,Male,City_7,42,5,Italian,Weekly,No,Cold,1,4,Poor,1,True,False,Bike-friendly,0.8858433082643281,Car,Yes
a00e20Z,26,Cookie,2024-01-24,2024-01-24,8.65,9.42,Bike,Low,Sunny,0.0,9.81,Route_5,3dfbc762-5590-4de5-be03-1ae091e6f246,37,Male,City_7,21,5,Mexican,Monthly,No,Hot,1,3,Poor,2,False,False,Car-only,0.18374585094605034,Car,No
10f1f5R,100,Burger,2024-08-14,2024-08-14,11.95,33.42,Car,Medium,Sunny,0.0,7.22,Route_4,019fb7d1-ffdc-42f5-8ce4-1c8dc5c48b19,59,Male,City_10,16,4,Mexican,Weekly,No,Warm,1,3,Fair,2,False,True,Car-only,0.07863783574183092,Car,No
e4a06fA,56,Burritos,2024-01-28,2024-01-28,14.89,41.35,Bike,Low,Sunny,0.0,-5.68,Route_2,e889cd9a-8263-4d8f-a69a-979f09ec32ff,59,Male,City_5,8,1,Mexican,Weekly,No,Cold,2,2,Fair,5,True,True,Mixed,0.1867303423327732,Bike,No
6d7da6P,7,Pizza,2024-02-12,2024-02-12,7.59,10.74,Walk,High,Snowy,0.0,-8.84,Route_4,62d88b53-6ea6-4dd3-abbb-6b23daa5c4b0,20,Other,City_3,22,3,Mexican,Weekly,No,Cold,2,4,Poor,1,False,False,Mixed,0.21745725287422157,Car,No
5ffb0eQ,82,Dumplings,2024-03-16,2024-03-16,11.23,21.21,Walk,High,Rainy,0.0,6.81,Route_1,34c46937-982f-430e-9a7c-8fc224ae93ad,49,Male,City_2,39,2,American,Weekly,Yes,Warm,3,1,Poor,4,True,False,Bike-friendly,0.1723346378374655,Car,No
f58170S,94,Salad,2024-07-15,2024-07-15,9.89,39.79,Bike,High,Rainy,0.0,3.28,Route_4,f445a3da-1e21-4ecf-94dd-85ee4f6754f4,23,Female,City_7,45,3,Italian,Weekly,Yes,Hot,2,1,Good,4,False,True,Mixed,0.7876385673056467,Car,No
c4ebe8C,93,Taccos,2024-04-18,2024-04-18,2.61,27.42,Walk,High,Sunny,0.0,5.96,Route_3,7d2d6af0-d4d9-4194-867c-c46f2ce2d283,44,Other,City_10,15,5,American,Monthly,No,Hot,4,2,Good,5,True,True,Bike-friendly,0.04641203175048925,Car,No
08a45bD,76,Fried chicken,2024-08-22,2024-08-22,12.8,30.94,Bike,Low,Sunny,0.0,7.81,Route_5,5ea218ae-4298-473a-ada6-6990fdd700e4,60,Other,City_1,44,3,Asian,Weekly,No,Cold,3,5,Fair,5,False,True,Mixed,0.5965225272303579,Car,No
76feb8S,50,Pizza,2024-09-13,2024-09-13,13.51,26.75,Bike,Medium,Rainy,0.0,11.03,Route_3,e694668e-8ed1-4b08-950d-c8dc5ac17218,55,Other,City_7,23,4,Italian,Monthly,No,Cold,2,5,Poor,1,False,False,Bike-friendly,0.5240761612725854,Car,No
be814eU,87,Briyani rice,2024-01-09,2024-01-09,3.56,48.92,Car,Medium,Sunny,0.0,9.74,Route_1,1451d637-2713-4c95-89c2-a3272f2aa958,29,Female,City_5,50,2,Mediterranean,Monthly,No,Hot,5,4,Poor,2,True,True,Car-only,0.32139184248857033,Bike,No
1c56a7N,12,Beef pie,2024-09-26,2024-09-26,2.14,18.66,Bike,High,Sunny,0.0,-2.23,Route_1,9aa1cfa0-ac9d-46bd-9d6f-2f489259bca2,34,Other,City_3,18,4,Asian,Monthly,No,Warm,4,2,Fair,1,False,True,Car-only,0.4707897003171443,Car,No
1ebfb8E,6,Dumplings,2024-03-28,2024-03-28,10.96,27.84,Bike,High,Sunny,0.0,9.07,Route_5,a329a1d4-d7a7-4aac-b8b2-50197ed29573,21,Other,City_2,43,4,Asian,Weekly,No,Hot,5,1,Poor,3,False,False,Mixed,0.1764073964496572,Car,No
215d99L,63,CoffeeBoba tea,2024-07-07,2024-07-07,13.34,21.29,Walk,High,Sunny,0.0,9.34,Route_5,764d2925-c584-43ad-a241-97b41cdad2a3,31,Other,City_6,37,1,Italian,Weekly,Yes,Cold,4,4,Fair,5,False,False,Mixed,0.5380927973433388,Car,No
7b64a3Z,91,Beef pie,2024-07-22,2024-07-22,6.88,6.5,Car,Medium,Rainy,0.0,5.05,Route_3,96f2288d-8c8d-4a1f-84d7-813af68000e5,42,Other,City_7,22,3,Italian,Monthly,Yes,Hot,4,1,Poor,4,False,False,Bike-friendly,0.21155389975629801,Bike,No
773941F,17,Soup,2024-03-18,2024-03-18,4.7,34.05,Bike,High,Sunny,0.0,-6.61,Route_5,66f8c814-f5d9-492c-bd3c-d0b92af8c74f,23,Other,City_1,47,3,Italian,Monthly,No,Warm,3,4,Good,2,False,True,Car-only,0.8743783926027505,Car,Yes
40903fX,98,CoffeeBoba tea,2024-04-13,2024-04-13,13.05,37.11,Bike,High,Snowy,0.0,9.16,Route_4,443ffcea-8bcc-4cad-a8c0-5ddbd4ac9b07,41,Female,City_4,16,5,American,Weekly,No,Cold,5,5,Poor,1,False,True,Bike-friendly,0.8579714367625666,Car,Yes
913ed7U,52,Dumplings,2024-05-30,2024-05-30,14.1,23.36,Bike,Low,Snowy,0.0,-3.06,Route_5,5efb72e5-5b77-4157-bf26-8302d216bbd6,35,Female,City_3,43,3,Asian,Monthly,No,Hot,5,3,Fair,3,False,False,Bike-friendly,0.21954848898781176,Bike,No
6df101X,94,PastrySmoothie,2024-06-30,2024-06-30,7.63,46.01,Car,Low,Rainy,0.0,16.7,Route_5,c212f74e-4645-4ec9-8eb3-9375d5c03f16,27,Female,City_9,16,3,Mexican,Monthly,Yes,Hot,1,3,Fair,1,True,False,Car-only,0.4099707465274549,Car,No
5463e2E,15,Briyani rice,2024-09-25,2024-09-25,3.55,42.9,Car,Medium,Snowy,0.0,5.23,Route_3,fc4a860c-651f-4201-a69e-dea6621c9a6f,53,Other,City_5,18,1,Mediterranean,Weekly,Yes,Hot,5,4,Good,3,True,False,Mixed,0.005710670656903338,Car,No
0d5442X,61,CoffeeBoba tea,2024-07-07,2024-07-07,8.57,7.97,Car,High,Sunny,0.0,-2.24,Route_3,57cf6203-ad47-491c-a6b8-eef42691d2e0,59,Female,City_5,44,2,Mediterranean,Monthly,No,Hot,4,2,Fair,5,False,False,Mixed,0.4978195364725657,Car,No
61c8adK,80,Sushi,2024-02-27,2024-02-27,7.09,23.31,Bike,Low,Sunny,0.0,1.95,Route_5,90bab79c-3733-48b4-a71c-4ff5674d5678,37,Male,City_4,46,5,Mexican,Monthly,No,Warm,1,5,Fair,2,True,False,Mixed,0.8433730376133356,Bike,Yes
3e297aF,24,Fried chicken,2024-02-14,2024-02-14,5.55,35.25,Walk,Medium,Snowy,0.0,2.28,Route_2,d49f2c15-5fa7-4117-aef0-01287acb6bfc,31,Other,City_7,20,4,Italian,Monthly,Yes,Warm,3,1,Good,2,False,False,Mixed,0.17792131334655092,Car,No
cc7c07I,44,Pasta,2024-03-30,2024-03-30,13.68,5.21,Car,High,Rainy,0.0,-6.1,Route_5,5f977a63-298d-47c4-87e2-ab0149ebcdcc,31,Female,City_9,15,1,Mexican,Weekly,No,Warm,5,4,Poor,1,False,True,Mixed,0.6626509739107338,Car,No
6fe0ebS,17,Fried chicken,2024-06-16,2024-06-16,9.9,14.64,Car,Low,Rainy,0.0,0.75,Route_4,58c3f80a-e0e5-4674-8fd0-bc3764a74930,28,Female,City_8,29,4,American,Monthly,No,Warm,1,2,Good,4,False,False,Bike-friendly,0.20904593979215547,Bike,No
837bb9C,95,Pasta,2024-06-24,2024-06-24,10.58,5.99,Bike,High,Sunny,0.0,9.62,Route_4,67f1d4d6-9670-447f-be51-9f3f11601586,28,Female,City_6,45,3,Mexican,Monthly,Yes,Cold,1,1,Fair,3,False,False,Car-only,0.09485647682151654,Car,No
fa4d9dD,64,CoffeeBoba tea,2024-03-25,2024-03-25,14.11,39.79,Walk,High,Snowy,0.0,14.38,Route_4,d2ba0404-9b28-4c57-8382-b0441ad76512,31,Other,City_3,22,2,Asian,Weekly,Yes,Hot,3,5,Good,5,True,True,Bike-friendly,0.0699967865562563,Car,No
a50ebdZ,23,Dumplings,2024-06-05,2024-06-05,12.69,44.25,Walk,High,Rainy,0.0,-7.79,Route_3,0274a047-8a78-4d4f-b3ac-6d7117aee22c,59,Other,City_8,36,4,Mexican,Weekly,No,Warm,1,3,Good,5,True,True,Car-only,0.908702090678527,Car,Yes
a6b7b8C,68,Chicken pie,2024-03-01,2024-03-01,8.08,11.58,Car,High,Sunny,0.0,11.22,Route_4,5b78a20f-0fef-4027-99df-ff572f4d2031,38,Other,City_8,5,1,Italian,Monthly,No,Hot,3,3,Poor,4,False,False,Mixed,0.739145548864341,Car,No
970381U,29,Taccos,2024-09-12,2024-09-12,5.22,33.83,Walk,High,Snowy,0.0,17.71,Route_4,ef698c9d-3448-4b4d-b058-d724d668c6a6,38,Female,City_4,44,3,American,Monthly,Yes,Hot,2,2,Good,5,False,True,Mixed,0.4045678640974676,Car,No
3fb8edI,61,Cup cake,2024-03-06,2024-03-06,9.11,25.17,Car,High,Snowy,0.0,-1.94,Route_4,3edcd070-5be1-40e6-bb11-d173bd115050,20,Female,City_1,31,3,Asian,Monthly,No,Hot,5,3,Fair,3,False,False,Car-only,0.18236817253087223,Car,No
2a0dfbZ,88,Dumplings,2024-07-05,2024-07-05,13.78,26.31,Car,High,Sunny,0.0,-6.85,Route_5,a46628be-eb1d-4e52-b8c0-47865c7e553b,45,Other,City_3,40,3,American,Monthly,Yes,Cold,4,5,Good,5,False,False,Car-only,0.4307339860574425,Car,No
7519c5L,23,Briyani rice,2024-04-02,2024-04-02,12.2,46.65,Car,High,Snowy,0.0,1.87,Route_4,c1fd5ec2-26cc-4c7c-aa92-97cf2b818486,47,Male,City_10,12,1,Mexican,Monthly,Yes,Hot,2,5,Poor,3,True,True,Bike-friendly,0.6006579782846161,Car,No
fdeb78W,82,Beef pie,2024-07-11,2024-07-11,5.22,36.61,Walk,Medium,Rainy,0.0,-2.69,Route_2,fb469e6f-609a-4e40-93b6-bb51a6c71475,58,Female,City_6,2,2,American,Weekly,No,Warm,5,1,Good,5,False,False,Car-only,0.048680771501623976,Car,No
fd6edaQ,19,Whole cake,2024-09-17,2024-09-17,9.42,19.87,Car,Medium,Sunny,0.0,8.27,Route_3,490bcc66-4ec9-4cc5-8f6d-5efa50badcaa,35,Other,City_2,44,5,Mexican,Monthly,No,Hot,2,1,Fair,3,True,False,Bike-friendly,0.755727290209886,Car,No
4c1caeX,28,Pasta,2024-09-22,2024-09-22,8.36,42.31,Car,Low,Sunny,0.0,14.72,Route_3,3d14f55f-5bab-435d-a158-5be715a27bc5,52,Female,City_1,45,3,Italian,Monthly,Yes,Cold,3,1,Poor,1,False,False,Car-only,0.0514452059194479,Car,No
2cce4cS,14,Pasta,2024-01-26,2024-01-26,2.86,29.63,Walk,High,Snowy,0.0,16.72,Route_5,664f5f30-f518-408f-a367-fee011cbc09f,31,Female,City_9,19,4,American,Monthly,Yes,Cold,1,4,Good,5,True,True,Mixed,0.38068772072535706,Car,No
df8955D,76,Soup,2024-05-01,2024-05-01,10.07,24.71,Car,Low,Sunny,0.0,5.52,Route_4,18f886c4-b5a3-4918-a8ee-7ba49072ac01,23,Female,City_2,50,5,Mexican,Monthly,Yes,Warm,5,4,Poor,3,False,True,Car-only,0.28624628208506686,Car,No
ec7a34Y,40,Beef pie,2024-02-28,2024-02-28,12.56,8.34,Walk,Low,Snowy,0.0,-7.38,Route_3,5ec0f876-6c93-49c8-a6ef-0a1264b0c981,49,Male,City_6,12,5,American,Monthly,Yes,Warm,5,1,Fair,2,False,True,Car-only,0.08287821542365414,Car,No
63f096Q,26,Burritos,2024-02-27,2024-02-27,7.25,26.04,Walk,High,Rainy,0.0,11.87,Route_2,378ccc81-a2ab-4027-833c-12c0b6e00a09,51,Female,City_7,30,1,Asian,Monthly,Yes,Hot,4,3,Good,1,False,False,Mixed,0.8584910305243635,Car,Yes
fd66a6B,2,Chicken wings,2024-03-29,2024-03-29,5.44,43.13,Car,Low,Sunny,0.0,10.45,Route_1,26783c24-bdad-448e-8f5e-5b01b7851d8d,33,Male,City_5,6,2,Italian,Monthly,Yes,Cold,5,2,Poor,1,True,False,Car-only,0.7288581505543618,Car,No
683232F,53,Chicken wings,2024-02-12,2024-02-12,12.78,10.97,Bike,Low,Sunny,0.0,10.9,Route_5,2645957c-f26a-4acf-b654-85410b8fac1c,53,Female,City_2,19,2,Mediterranean,Weekly,No,Cold,5,2,Poor,3,True,True,Car-only,0.2147398363437758,Bike,No
22fa00D,79,Chicken wings,2024-11-29,2024-11-29,11.95,25.3,Walk,Low,Sunny,0.0,2.54,Route_2,d0598656-4ae7-47f0-8e2b-ffdb16f588eb,54,Male,City_1,31,3,Asian,Monthly,No,Hot,3,2,Poor,2,True,False,Car-only,0.308036376450873,Car,No
f1295cX,51,Beef pie,2024-01-09,2024-01-09,2.36,23.52,Walk,Low,Snowy,0.0,14.35,Route_5,90c584ee-c788-4687-9cdb-177cfc4e8c40,35,Female,City_5,22,3,American,Monthly,No,Hot,3,4,Good,2,False,True,Bike-friendly,0.6248057608819818,Bike,No
